#V3.30
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version:
#C file write time: 2020-03-27 14:45:39
#
1940 #_styr
2014 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
2 #_Nsexes
40 #_Nages
1 #_N_areas
5 #_Nfleets
#_fleetinfo
#_type	surveytiming	area	units	need_catch_mult	fleetname
1	-1	1	1	0	Trawl   	#_1
1	-1	1	1	0	nonTrawl	#_2
1	-1	1	1	0	Rec     	#_3
3	 1	1	1	0	Dockside	#_4
3	 1	1	1	0	Tagging 	#_5
#_Catch data
#_year	season	fleet	catch	catch_se
 -999	1	1	      1e-20	0.01	#_1         
 1940	1	1	    25.0717	0.01	#_2         
 1941	1	1	    53.4047	0.01	#_3         
 1942	1	1	    103.892	0.01	#_4         
 1943	1	1	     313.88	0.01	#_5         
 1944	1	1	    490.064	0.01	#_6         
 1945	1	1	    732.621	0.01	#_7         
 1946	1	1	    418.199	0.01	#_8         
 1947	1	1	    348.558	0.01	#_9         
 1948	1	1	    240.372	0.01	#_10        
 1949	1	1	      307.2	0.01	#_11        
 1950	1	1	      228.1	0.01	#_12        
 1951	1	1	      190.5	0.01	#_13        
 1952	1	1	    239.868	0.01	#_14        
 1953	1	1	    191.409	0.01	#_15        
 1954	1	1	    207.027	0.01	#_16        
 1955	1	1	    224.292	0.01	#_17        
 1956	1	1	    157.743	0.01	#_18        
 1957	1	1	    245.335	0.01	#_19        
 1958	1	1	    273.848	0.01	#_20        
 1959	1	1	    136.498	0.01	#_21        
 1960	1	1	    160.063	0.01	#_22        
 1961	1	1	    140.221	0.01	#_23        
 1962	1	1	    312.568	0.01	#_24        
 1963	1	1	    179.273	0.01	#_25        
 1964	1	1	    187.974	0.01	#_26        
 1965	1	1	     109.37	0.01	#_27        
 1966	1	1	     197.21	0.01	#_28        
 1967	1	1	    187.337	0.01	#_29        
 1968	1	1	    146.251	0.01	#_30        
 1969	1	1	    140.837	0.01	#_31        
 1970	1	1	     113.35	0.01	#_32        
 1971	1	1	    92.0364	0.01	#_33        
 1972	1	1	    144.022	0.01	#_34        
 1973	1	1	    127.715	0.01	#_35        
